subdivision,YEAR,JUN,JUL,AUG,SEP,JUN-SEP
TELANGANA,1913,83.7,259.9,116.4,129.1,589.2
TELANGANA,1914,237.8,356.5,261.7,330.2,1186.2
TELANGANA,1915,204.5,116.6,242.8,227.4,791.4
TELANGANA,1916,186.5,328.5,216.5,260.5,992
TELANGANA,1917,202,321.2,213.2,307.4,1043.8
TELANGANA,1918,82,171.9,134.4,154.5,542.9
TELANGANA,1919,180.6,182.9,124,115,602.5
TELANGANA,1920,82.2,147.4,137.2,93.6,460.4
TELANGANA,1921,201.3,259.6,189.6,200.8,851.4
TELANGANA,1922,140.6,232.2,135.1,206.4,714.4
TELANGANA,1923,31,264.4,97.6,226.9,619.9
TELANGANA,1924,75.5,174.8,169.7,236.7,656.8
TELANGANA,1925,85.4,282.6,273.4,110.5,751.8
TELANGANA,1926,43.1,249.4,250.5,96.2,639.3
TELANGANA,1927,198.2,250.2,193.6,127.6,769.5
TELANGANA,1928,156.2,205.2,200.6,274.5,836.5
TELANGANA,1929,183.6,110.9,131.8,192.6,618.8
TELANGANA,1930,188.3,141.4,125.6,190.8,646.1
TELANGANA,1931,159.4,280.7,142.4,235,817.5
TELANGANA,1932,103.5,258.1,162.8,178.3,702.7
TELANGANA,1933,265.8,233.7,184.9,237.9,922.3
TELANGANA,1934,114.8,295.7,224.6,143,778.1
TELANGANA,1935,120.3,266.7,169,209.2,765.2
TELANGANA,1936,170.2,237,193.9,141.4,742.5
TELANGANA,1937,79,258.3,108.9,157.2,603.4
TELANGANA,1938,204.4,284.3,254.4,200,943.2
TELANGANA,1939,75.6,151.4,180,120.8,527.8
TELANGANA,1940,116.5,276.3,257.3,108.1,758.1
TELANGANA,1941,97,77.1,155.8,155.5,485.4
TELANGANA,1942,157.9,221.6,266.2,87.2,733
TELANGANA,1943,177.1,165.4,126.2,272.3,741
TELANGANA,1944,92.9,213,148.2,185.9,640
TELANGANA,1945,136.8,295.7,233.3,143.9,809.7
TELANGANA,1946,149.9,260.7,166.2,94.6,671.4
TELANGANA,1947,75.2,257.2,310.3,260.4,903.1
TELANGANA,1948,72,223.4,176.2,232.6,704.1
TELANGANA,1949,137.6,252.3,147.4,191.3,728.7
TELANGANA,1950,74.7,257.7,119.9,249.5,701.9
TELANGANA,1951,121.2,318.7,151.5,119.1,710.5
TELANGANA,1952,65.9,181.2,145.8,132.1,525
TELANGANA,1953,195.6,191.8,271.6,254.3,913.3
TELANGANA,1954,103.7,283.9,197.1,249,833.7
TELANGANA,1955,200.6,228.4,350.1,214.8,993.9
TELANGANA,1956,199.5,407.7,141.4,185,933.5
TELANGANA,1957,151.3,203,296,98.1,748.4
TELANGANA,1958,74.3,357,338.5,139.7,909.5
TELANGANA,1959,165.6,337.9,332.9,167.4,1003.9
TELANGANA,1960,181.5,174,72.3,216.4,644.2
TELANGANA,1961,143.6,342.6,178.8,124.6,789.5
TELANGANA,1962,84.7,229.6,244.5,283,841.7
TELANGANA,1963,185.4,173.6,334.6,87.6,781.1
TELANGANA,1964,114,170.4,201.4,337.6,823.4
TELANGANA,1965,113.3,310.5,148.7,171.7,744.2
TELANGANA,1966,53.3,273.1,179.6,205.5,711.5
TELANGANA,1967,137.2,291.5,171.3,147.2,747.3
TELANGANA,1968,81.2,183.2,38.7,221.6,524.7
TELANGANA,1969,80.9,233.5,173,224.8,712.1
TELANGANA,1970,193.6,133.8,331.7,174.5,833.6
TELANGANA,1971,125.9,86,145.4,98.4,455.6
TELANGANA,1972,143.2,149.9,75.3,77.5,445.8
TELANGANA,1973,123.9,193.8,308.3,88.4,714.4
TELANGANA,1974,105,110,174,142.9,531.9
TELANGANA,1975,118.9,240,180.7,311.2,850.7
TELANGANA,1976,79.8,390.3,261.7,105.7,837.5
TELANGANA,1977,90.9,219.2,213.4,63.8,587.3
TELANGANA,1978,225.5,335.9,342.8,145.9,1050.1
TELANGANA,1979,116.6,134.1,111.3,218.4,580.4
TELANGANA,1980,196.3,176.7,242.9,133.5,749.4
TELANGANA,1981,157.1,217.2,264.1,261.4,899.8
TELANGANA,1982,126.9,232.3,172.3,166.8,698.3
TELANGANA,1983,127.6,269.9,398.4,317.6,1113.5
TELANGANA,1984,90.9,249.4,111.9,111.5,563.7
TELANGANA,1985,163.7,212.6,147.4,63.9,587.5
TELANGANA,1986,106.5,183.6,332.5,67.5,690.1
TELANGANA,1987,103.6,218.5,203.6,58.9,584.6
TELANGANA,1988,111.8,523.7,292.6,273.6,1201.6
TELANGANA,1989,211.3,425.5,244,174.1,1054.9
TELANGANA,1990,204.4,156.5,411.1,107.1,879
TELANGANA,1991,195.2,243.5,134.9,139.1,712.7
TELANGANA,1992,145.7,156.1,246.5,93.2,641.5
TELANGANA,1993,75.1,257.8,137.7,154.9,625.4
TELANGANA,1994,85.9,256.1,228.6,44.2,614.8
TELANGANA,1995,121.3,240.1,187.6,130.7,679.8
TELANGANA,1996,116.4,213.2,272,154.8,756.4
TELANGANA,1997,63.8,166.3,134.1,173.8,538
TELANGANA,1998,134.2,225.6,248,190,797.7
TELANGANA,1999,108.7,197.9,181.3,156.3,644.1
TELANGANA,2000,226.6,195,390.3,65.3,877.2
TELANGANA,2001,148.1,116.7,220.3,140.5,625.7
TELANGANA,2002,117.3,81.1,267.3,61.5,527.2
TELANGANA,2003,102.7,264.8,242.6,104,714.1
TELANGANA,2004,61.1,204.1,112.2,95.1,472.6
TELANGANA,2005,88.1,338.3,122,279,827.5
TELANGANA,2006,99.6,125.1,263.4,249.8,737.8
TELANGANA,2007,175.4,124.4,195.2,252.7,747.7
TELANGANA,2008,107.4,172.8,350.1,143.3,773.6
TELANGANA,2009,70,101.5,166.1,156.9,494.5
TELANGANA,2010,97.9,355.8,273.4,215.4,942.5
TELANGANA,2011,72.8,248.2,206.9,78.9,606.8
TELANGANA,2012,106.6,243.5,206.3,180,736.5
TELANGANA,2013,182.7,367.3,212.2,174.6,936.8
TELANGANA,2014,61.5,152.8,190.4,128.9,533.5
TELANGANA,2015,211.6,85.3,158.4,158,613.3
TELANGANA,2016,190.1,224.3,140.8,352.5,907.7
TELANGANA,2017,197.2,139.6,200,115.5,652.2
TELANGANA,2018,165.4,193,282.8,81.7,722.9
TELANGANA,2019,85.7,214.6,253.6,242.6,796.5
TELANGANA,2020,169.9,272.7,403.1,250.2,1095.9
TELANGANA,2021,195.7,365.7,192.8,290.1,1044.3
RAYALSEEMA,1901,53.7,65.1,50.1,115.1,283.9
RAYALSEEMA,1902,76.1,37.6,115.1,173.4,402.3
RAYALSEEMA,1903,64.9,123.4,128.8,217.2,534.3
RAYALSEEMA,1904,39.5,64.9,20.6,83.5,208.4
RAYALSEEMA,1905,65.2,42.1,220.3,30.1,357.6
RAYALSEEMA,1906,83.5,120.2,143.2,138.2,485
RAYALSEEMA,1907,51.3,115.6,34.5,95.4,296.8
RAYALSEEMA,1908,40.5,62.6,40.4,220.8,364.4
RAYALSEEMA,1909,37.5,57.9,266.3,198,559.7
RAYALSEEMA,1910,42.2,180,171,197.4,590.6
RAYALSEEMA,1911,56.5,72.9,53.8,105.5,288.7
RAYALSEEMA,1912,35.3,66.2,105.9,163.6,371
RAYALSEEMA,1913,41.1,93.6,28.3,130.1,293.2
RAYALSEEMA,1914,56.9,70.7,125,163.3,415.9
RAYALSEEMA,1915,54.2,141.4,51.7,190.5,437.7
RAYALSEEMA,1916,48.5,212.7,159.9,183.9,605.1
RAYALSEEMA,1917,88.5,53.2,163.2,200.6,505.6
RAYALSEEMA,1918,29.4,25.8,61.7,141,257.9
RAYALSEEMA,1919,72,126.2,26.8,270.3,495.3
RAYALSEEMA,1920,37.5,21.1,76.6,142.8,278
RAYALSEEMA,1921,58.3,152.9,67.1,73,351.4
RAYALSEEMA,1922,35.9,56.8,71.9,27.4,192
RAYALSEEMA,1923,40.9,60.1,21.3,157.1,279.4
RAYALSEEMA,1924,42.5,74.5,86.7,193.2,396.8
RAYALSEEMA,1925,28.1,87,123.1,92.8,331
RAYALSEEMA,1926,85.6,70.3,64.4,148.8,369.2
RAYALSEEMA,1927,70.6,102.8,69.4,187.6,430.5
RAYALSEEMA,1928,70.7,90.2,86.7,97.9,345.5
RAYALSEEMA,1929,58.9,30.3,39.1,184,312.2
RAYALSEEMA,1930,87,45.4,36.9,138.8,308
RAYALSEEMA,1931,92,71.8,26.8,148.8,339.4
RAYALSEEMA,1932,54,65.3,137.4,80.1,336.8
RAYALSEEMA,1933,23.6,82.2,181.6,65.8,353.3
RAYALSEEMA,1934,72.4,103.5,43,41.7,260.7
RAYALSEEMA,1935,80.1,80.7,223.2,96.2,480.2
RAYALSEEMA,1936,78.4,60,47.5,149,334.9
RAYALSEEMA,1937,46.7,95.2,49.4,113,304.4
RAYALSEEMA,1938,67.8,66.9,238.2,229.8,602.7
RAYALSEEMA,1939,62.7,49.8,93.5,136.1,342.1
RAYALSEEMA,1940,74.1,59.4,90.2,118.1,341.8
RAYALSEEMA,1941,33.8,30.4,61.4,166.9,292.3
RAYALSEEMA,1942,100.8,29.7,106.6,66.3,303.3
RAYALSEEMA,1943,30.6,72.2,66.3,144.9,313.9
RAYALSEEMA,1944,91.7,129.6,48.4,143.5,413.2
RAYALSEEMA,1945,32.9,145.7,87.1,99,364.7
RAYALSEEMA,1946,37.3,55.4,100.3,140.6,333.6
RAYALSEEMA,1947,70.7,107.1,136.9,153.9,468.7
RAYALSEEMA,1948,29.9,76.2,103.9,87.3,297.3
RAYALSEEMA,1949,92.1,110.6,146.8,193.1,542.6
RAYALSEEMA,1950,35.8,57,82.5,124.3,299.7
RAYALSEEMA,1951,61,95.6,47.4,80.1,284.1
RAYALSEEMA,1952,45.8,55.2,66.4,54.2,221.6
RAYALSEEMA,1953,62.3,130.6,45.5,145.8,384.3
RAYALSEEMA,1954,48.5,177.6,78.8,63.1,368.1
RAYALSEEMA,1955,40.9,91.9,180.5,130,443.3
RAYALSEEMA,1956,82,150.1,63,159.3,454.4
RAYALSEEMA,1957,119.6,70.6,81.5,78.2,349.9
RAYALSEEMA,1958,31,64.1,186.7,104.2,385.9
RAYALSEEMA,1959,105.4,93.3,87,141.8,427.6
RAYALSEEMA,1960,50.6,82.1,23.2,233.1,389
RAYALSEEMA,1961,97.8,99.2,97.6,38.2,332.8
RAYALSEEMA,1962,53.2,43,125.9,124.8,346.8
RAYALSEEMA,1963,68,70.1,152.3,97.6,388.1
RAYALSEEMA,1964,59.5,189.6,72,235.5,556.6
RAYALSEEMA,1965,55.8,70.1,157.6,111.6,395.2
RAYALSEEMA,1966,87.8,92.9,115,139.8,435.5
RAYALSEEMA,1967,57.8,128.2,42.2,134.4,362.6
RAYALSEEMA,1968,44.7,68,12.5,164.6,289.9
RAYALSEEMA,1969,52.7,93.6,131.6,45.7,323.6
RAYALSEEMA,1970,46.8,80.7,168.4,137.6,433.5
RAYALSEEMA,1971,31.6,46.1,96,89.6,263.3
RAYALSEEMA,1972,89.6,28.4,19.7,130.8,268.4
RAYALSEEMA,1973,58.2,62.6,137.4,152.6,410.7
RAYALSEEMA,1974,60.6,74.9,58.6,205.6,399.7
RAYALSEEMA,1975,39.8,163.9,120.3,147.9,471.9
RAYALSEEMA,1976,63.3,100.8,162,46.9,373
RAYALSEEMA,1977,94.9,83.2,128.6,62.7,369.3
RAYALSEEMA,1978,54.3,119.1,86.2,190.7,450.3
RAYALSEEMA,1979,49.9,63.2,70.6,184.7,368.3
RAYALSEEMA,1980,59.3,69.5,90.2,77.1,296.1
RAYALSEEMA,1981,51.6,88.7,105,230.9,476.3
RAYALSEEMA,1982,78.5,67.4,26,115,286.8
RAYALSEEMA,1983,62.1,84.5,171,242.6,560.1
RAYALSEEMA,1984,23.7,153.2,17.5,106.5,300.9
RAYALSEEMA,1985,43.2,105.9,61.4,61.9,272.4
RAYALSEEMA,1986,62,46,49.4,110.4,267.8
RAYALSEEMA,1987,62.3,21.3,141.5,82.8,308
RAYALSEEMA,1988,23.1,170,212.6,201.9,607.6
RAYALSEEMA,1989,50.5,251.5,28.3,166.5,496.8
RAYALSEEMA,1990,53.6,53.4,85.8,136.3,329.2
RAYALSEEMA,1991,170.5,67,73.8,94.8,406.1
RAYALSEEMA,1992,46,81.9,91.7,71.2,290.8
RAYALSEEMA,1993,45.5,92.4,116,113,366.8
RAYALSEEMA,1994,30.7,75.2,84.1,31.8,221.9
RAYALSEEMA,1995,57.3,145.4,173.3,97.6,473.6
RAYALSEEMA,1996,235.9,64.6,169.8,200.2,670.5
RAYALSEEMA,1997,70.6,34.5,77.6,198.8,381.4
RAYALSEEMA,1998,49,122.5,162.3,186.7,520.4
RAYALSEEMA,1999,49.8,49.6,100.5,82.4,282.2
RAYALSEEMA,2000,96,88.8,231.9,91.5,508.3
RAYALSEEMA,2001,23.9,50,89.9,206,369.8
RAYALSEEMA,2002,73.2,39,65.7,69.4,247.3
RAYALSEEMA,2003,48.2,134.7,102.1,99.7,384.8
RAYALSEEMA,2004,35.2,116.5,22.4,141.1,315.2
RAYALSEEMA,2005,49.4,138.3,105.4,130.6,423.7
RAYALSEEMA,2006,85.2,40.7,51.6,128.8,306.3
RAYALSEEMA,2007,219.1,76.1,163.7,197.1,656.1
RAYALSEEMA,2008,40.7,81.2,110.5,136.2,368.5
RAYALSEEMA,2009,67.7,25.2,118.3,174.1,385.3
RAYALSEEMA,2010,98.4,167.6,156.3,106.3,528.6
RAYALSEEMA,2011,45.6,115.9,148.4,53.3,363.2
RAYALSEEMA,2012,37.9,121.8,119,71.1,349.8
RAYALSEEMA,2013,62.8,82,88.9,190.6,424.2
RAYALSEEMA,2014,80.9,65.1,105.4,67.3,318.7
RAYALSEEMA,2015,66.2,38.5,113.9,146.7,365.3
RAYALSEEMA,2016,128.7,131,41.5,90.8,391.9
RAYALSEEMA,2017,88.9,52.2,171.7,194.5,507.3
RAYALSEEMA,2018,65.1,32.9,53,102.2,253.1
RAYALSEEMA,2019,54.4,63.7,110.7,231.3,460
RAYALSEEMA,2020,120.2,238.5,122.6,274.8,756.1
RAYALSEEMA,2021,113.6,183.4,96.4,94.8,488.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1901,42.1,51.1,69.8,192.1,355
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1902,40.1,55.7,114.6,100.9,311.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1903,58.7,74.2,115.3,211.1,459.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1904,35.4,89.8,41,87.2,253.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1905,50.8,39,104.4,73.7,268
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1906,44,76,197.1,66.5,383.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1907,45.2,71.1,58.6,118.7,293.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1908,35.2,39.4,49.7,156.5,280.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1909,31,36.2,211.7,108.9,387.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1910,51.3,148.1,143.6,53.5,396.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1911,69.9,49.9,30.5,122.8,273.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1912,45.7,34.9,76.2,127,283.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1913,29.5,58.7,63.8,128,280
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1914,38.5,37.2,101.4,134.4,311.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1915,64.4,119.4,84.7,133.8,402.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1916,33.9,172,125.9,95.6,427.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1917,73.1,45.6,157.6,162.6,438.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1918,37.7,41.9,59.2,47,185.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1919,49.5,89.3,51.8,161.8,352.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1920,47.6,37.7,76.7,157.7,319.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1921,55.5,93.8,131.7,79.2,360.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1922,49.6,46,88.9,77,261.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1923,34.2,39.6,39.9,103.3,217
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1924,53.2,110.4,88.4,172.8,424.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1925,50.8,38.8,93.2,74.9,257.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1926,38.5,71,68.8,120.7,298.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1927,80.5,61.4,77.1,133,352
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1928,38.7,73.7,95.1,61.2,268.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1929,60,46,70.9,136.2,313.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1930,68.1,37.9,66.1,93.8,265.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1931,40.5,76.6,78.3,106,301.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1932,42.6,52.7,160.8,62.3,318.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1933,34.1,57.1,166.9,100.4,358.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1934,70.5,57,56.1,39.7,223.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1935,59.5,36.2,154.9,79.2,329.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1936,54.2,82.8,58.9,121.5,317.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1937,40.7,48.1,118.9,106.3,314
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1938,50.8,98.3,145.5,118.9,413.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1939,59,31.8,89.5,95.9,276.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1940,83.7,52.5,65.2,122.1,323.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1941,42.1,64,81.1,166.5,353.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1942,48.9,48.1,110.1,122.2,329.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1943,39.6,67.9,79.2,101.4,288
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1944,81.4,71.1,105.4,142.4,400.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1945,22.4,74.6,111.2,60.6,268.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1946,51.8,56.8,83.6,140.6,332.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1947,51.6,112.4,109.8,127.9,401.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1948,59.7,74.3,97.4,69.4,300.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1949,73.8,109.9,148,82.3,414.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1950,27.8,51.9,124,85.2,288.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1951,28.5,82.3,96.1,114.1,320.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1952,30.1,73.1,73.2,36.9,213.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1953,67.7,106.5,84.5,133.7,392.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1954,33.4,116.1,148.5,33.6,331.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1955,43.9,74,89.2,126.6,333.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1956,95.2,43,100.8,128.8,367.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1957,63.6,60,60.6,75.2,259.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1958,30.8,43.1,145.8,80.8,300.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1959,76.8,51.8,61.5,98.2,288.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1960,35,146.1,54.3,108.2,343.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1961,70.4,92.3,110.4,123.8,396.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1962,44,53.3,131.1,114.3,342.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1963,49.1,92.3,88.5,116.6,346.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1964,30.2,173.9,98.1,91.6,393.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1965,32,52.6,172.7,92.6,349.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1966,51.1,73.4,147.3,167,438.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1967,67.7,67.5,79.3,78.1,292.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1968,46.5,47,64.2,136.7,294.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1969,29.5,56.2,140.1,36.6,262.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1970,51.3,87.6,99.4,104.8,343
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1971,41.8,87.6,127.7,107.5,364.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1972,54.4,46.1,43.1,175.2,318.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1973,61.1,90.9,86.4,135.3,373.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1974,41,75.3,60.9,181.3,358.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1975,42.4,130.3,117.7,146.7,437
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1976,49.5,63.8,132.7,85.5,331.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1977,50.3,52.6,132.1,116.5,351.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1978,27.1,76.9,53.1,144,301.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1979,55.8,70.9,75.2,182.6,384.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1980,33.2,60.2,63.9,75.4,232.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1981,49.1,114.5,91.6,198.8,454
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1982,47.5,50.5,42.4,94.2,234.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1983,70.1,75.1,131.3,156.7,433.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1984,37.2,147.2,35.3,151,370.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1985,97.1,76.7,126.8,159.3,460
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1986,55.3,61.4,104.7,139.8,361.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1987,66.9,24.4,81.5,127.4,300.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1988,38.5,98.3,145.3,134.4,416.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1989,54.7,151.1,37.7,136,379.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1990,29.2,36.6,80.2,122.9,268.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1991,125.9,49.6,71.3,115.8,362.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1992,61.7,74.6,59.6,157.1,353
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1993,67.2,57.1,88,99.8,312.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1994,34.3,70.9,66.9,84.2,256.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1995,64.9,85.1,121.4,93.2,364.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1996,123.8,51.9,113.3,146.1,435.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1997,51.8,59.4,56.6,117.4,285.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1998,36.4,95,152.1,116.1,399.7
"TAMIL NADU, PUDUCHERRY & KARAIKAL",1999,42.7,45.9,72.5,72.8,233.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2000,49.4,45.7,130.3,167.7,393
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2001,38.8,39.7,19.3,57.5,155.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2002,29.2,12.2,30.7,38.8,110.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2003,24.1,42.5,58.9,29.4,154.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2004,20.3,70.4,42.9,206.8,340.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2005,32.8,85.7,87.7,110,316.2
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2006,57.3,31.4,71.3,114.8,274.8
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2007,73.1,96.6,139.1,86.1,394.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2008,45.1,73.1,125.2,69.8,313.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2009,33.6,51.4,90,118.5,293.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2010,77.5,84.1,108.1,119.2,388.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2011,40.9,69.3,121.3,90,321.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2012,25.4,61.2,90.1,79.8,256.6
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2013,60.3,53.3,119.1,118.8,351.5
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2014,47.3,51,115.1,96.5,309.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2015,67.3,46.8,81.1,98.1,293.4
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2016,59.8,85.6,54.6,46.1,246.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2017,46.5,40.4,158.7,166.6,412.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2018,48.8,59,67.4,104.8,280.1
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2019,32.7,54.5,126,180.2,393.3
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2020,59.7,130.2,95.2,140.8,425.9
"TAMIL NADU, PUDUCHERRY & KARAIKAL",2021,62.2,124.4,88.9,117.5,393
COASTAL KARNATAKA,1901,960.9,991.2,606.4,108,2666.6
COASTAL KARNATAKA,1902,698.4,1401.6,454.2,708.4,3262.6
COASTAL KARNATAKA,1903,536.5,1405.5,593.8,304.4,2840.1
COASTAL KARNATAKA,1904,1108.2,1070,465.6,245.3,2889.1
COASTAL KARNATAKA,1905,767.3,777.3,586.9,172.9,2304.3
COASTAL KARNATAKA,1906,593.6,1173.4,535,273.3,2575.2
COASTAL KARNATAKA,1907,845.9,1166.3,1026.1,223.6,3261.9
COASTAL KARNATAKA,1908,708.6,1904.9,766.6,128,3508.1
COASTAL KARNATAKA,1909,943.1,1285.6,315.6,293.8,2838.1
COASTAL KARNATAKA,1910,1042.2,589.5,651.2,441.7,2724.7
COASTAL KARNATAKA,1911,749.6,830.1,538.3,110.3,2228.2
COASTAL KARNATAKA,1912,787.6,1261.5,789.2,160.8,2999.1
COASTAL KARNATAKA,1913,786.5,1048,410.7,161,2406.3
COASTAL KARNATAKA,1914,743.2,1583.7,933.8,302.8,3563.4
COASTAL KARNATAKA,1915,785,773.2,388.9,304,2250.9
COASTAL KARNATAKA,1916,1051.4,633.5,617,587.8,2889.7
COASTAL KARNATAKA,1917,1075.7,766.1,597.5,500.5,2939.8
COASTAL KARNATAKA,1918,564.4,360.6,485.4,134.3,1544.7
COASTAL KARNATAKA,1919,669.9,960.9,632.7,208.3,2471.8
COASTAL KARNATAKA,1920,813.3,1107.5,464.7,133.5,2519
COASTAL KARNATAKA,1921,699.4,871.9,841.6,327.1,2740
COASTAL KARNATAKA,1922,763.1,1333.2,564.9,314.4,2975.6
COASTAL KARNATAKA,1923,604.8,1627.2,1013.2,283.3,3528.5
